,carat,cut,color,clarity,depth,table,x,y,z,price,carat_bin
320,0.3,Good,H,SI1,63.4,60.0,4.23,4.25,2.69,432,Small
321,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,4222,Large
322,0.7,Good,H,VS2,63.8,60.0,5.59,5.51,3.54,2083,Medium
323,0.32,Ideal,J,IF,62.2,56.0,4.37,4.41,2.73,533,Small
324,1.74,Ideal,D,SI2,64.5,56.0,7.56,7.54,4.87,12361,Extra Large
325,0.57,Ideal,D,VS2,61.8,56.0,5.31,5.34,3.29,1998,Medium
326,1.11,Premium,E,SI2,62.5,58.0,6.63,6.61,4.14,4664,Extra Large
327,0.34,Premium,G,VS2,60.3,58.0,4.49,4.53,2.72,596,Small
328,0.8,Very Good,E,VS1,62.4,54.0,5.98,5.94,3.72,4495,Large
329,1.83,Premium,I,SI1,62.9,55.0,7.9,7.78,4.93,11883,Extra Large
330,0.9,Premium,G,I1,61.3,59.0,6.2,6.15,3.78,1777,Large
331,0.7,Ideal,H,VS2,62.4,58.0,5.67,5.71,3.55,2429,Medium
332,0.32,Ideal,E,VVS2,61.3,55.0,4.41,4.43,2.71,1010,Small
333,1.51,Premium,G,SI1,61.6,59.0,7.32,7.3,4.5,10739,Extra Large
334,1.5,Fair,G,VS2,64.4,56.0,7.16,7.09,4.59,12787,Extra Large
335,0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530,Small
336,1.52,Premium,D,SI2,60.6,62.0,7.42,7.37,4.48,9561,Extra Large
337,1.25,Premium,J,SI2,61.5,57.0,7.0,6.93,4.28,4690,Extra Large
338,0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550,Medium
339,1.02,Premium,G,SI2,62.9,59.0,6.4,6.38,4.02,4370,Large
340,1.16,Premium,G,VS1,61.9,58.0,6.76,6.72,4.17,8107,Extra Large
341,0.42,Premium,D,VS2,61.3,58.0,4.8,4.83,2.95,825,Medium
342,0.42,Ideal,D,SI1,61.5,56.0,4.85,4.81,2.97,1040,Medium
343,2.01,Very Good,H,SI1,63.5,57.0,7.96,7.88,5.03,14725,Extra Large
345,1.15,Ideal,H,I1,62.0,55.0,6.76,6.69,4.17,3606,Extra Large
346,0.7,Ideal,G,VS1,60.6,57.0,5.73,5.79,3.5,3384,Medium
347,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,847,Medium
348,1.5,Premium,H,SI1,62.4,58.0,7.33,7.28,4.56,9697,Extra Large
349,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,694,Medium
350,1.7,Premium,I,VS2,61.7,59.0,7.63,7.68,4.72,11257,Extra Large
351,0.96,Fair,F,SI2,65.2,58.0,6.14,6.12,3.99,3688,Large
352,1.02,Very Good,H,VS2,62.5,56.0,6.42,6.45,4.02,5217,Large
353,0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49,2569,Medium
354,1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,4672,Large
355,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,1799,Medium
356,0.9,Very Good,G,VS2,61.5,60.0,6.13,6.16,3.78,4386,Large
357,1.13,Very Good,E,SI1,62.7,57.0,6.62,6.65,4.16,4922,Extra Large
358,0.91,Premium,H,VS2,60.6,58.0,6.3,6.25,3.8,4293,Large
359,0.31,Ideal,E,IF,61.9,56.0,4.35,4.37,2.7,1060,Small
360,1.02,Very Good,F,SI2,58.7,63.0,6.49,6.46,3.8,3875,Large
361,1.51,Very Good,E,SI2,62.8,59.0,7.24,7.31,4.57,9058,Extra Large
362,1.06,Very Good,G,I1,60.7,63.0,6.59,6.56,3.99,2080,Extra Large
363,1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,10122,Extra Large
364,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976,Extra Large
365,0.73,Ideal,G,VS2,62.5,56.0,5.78,5.74,3.6,2586,Large
366,0.41,Ideal,D,VS2,61.7,56.0,4.81,4.78,2.96,1076,Medium
367,0.29,Very Good,I,VS2,61.87940256045518,55.0,4.25,4.27,2.66,384,Small
368,0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,856,Medium
369,1.5,Premium,E,SI2,61.5,60.0,7.29,7.22,4.46,7182,Extra Large
370,0.3,Good,F,IF,60.0,63.0,4.3,4.36,2.6,742,Small
371,0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900,Small
372,0.81,Premium,H,SI2,60.0,59.0,6.03,5.97,3.62,2344,Large
373,0.27,Premium,E,VVS1,60.6,58.0,4.2,4.18,2.54,799,Small
374,1.39,Ideal,J,VS2,60.9,57.0,7.2,7.25,4.4,6831,Extra Large
375,0.33,Very Good,F,VVS2,61.6,57.0,4.44,4.46,2.74,801,Small
376,0.32,Ideal,I,VS1,62.4,54.0,4.38,4.4,2.74,523,Small
377,0.9,Ideal,F,SI2,61.8,56.0,6.18,6.21,3.83,4593,Large
378,0.31,Good,G,VS2,63.1,58.0,4.3,4.35,2.73,544,Small
379,0.4,Premium,E,VS1,60.1,58.0,4.76,4.72,2.85,1125,Small
380,0.32,Very Good,H,VVS1,61.2,57.0,4.39,4.42,2.69,672,Small
381,1.22,Ideal,F,VVS1,61.2,57.0,6.88,6.92,4.22,13029,Extra Large
382,0.38,Ideal,E,VVS2,62.0,57.0,4.64,4.69,2.89,1030,Small
383,0.71,Very Good,D,VVS2,62.3,60.0,5.65,5.71,3.54,3799,Large
384,0.71,Very Good,G,SI2,63.2,59.0,5.6,5.64,3.55,2107,Large
385,1.05,Very Good,G,SI1,61.6,57.0,6.51,6.54,4.02,5197,Large
386,1.04,Ideal,F,SI1,61.3,56.0,6.55,6.5,4.0,5882,Large
387,0.71,Ideal,F,VS1,61.1,57.0,5.76,5.82,3.54,3013,Large
388,0.42,Ideal,E,SI1,62.1,55.0,4.81,4.79,2.98,953,Medium
389,0.44,Ideal,D,VS1,61.1,56.0,4.95,4.91,3.01,1294,Medium
390,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,852,Medium
391,0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637,Medium
392,0.58,Ideal,E,VS2,61.8,57.0,5.32,5.36,3.3,1903,Medium
393,0.3,Ideal,E,VVS2,61.8,56.0,4.35,4.33,2.68,1013,Small
394,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411,Extra Large
395,0.91,Ideal,H,SI1,62.0,56.0,6.19,6.22,3.85,4337,Large
396,1.2,Ideal,F,VVS1,61.1,55.0,6.86,6.89,4.2,13088,Extra Large
397,0.33,Premium,F,SI2,62.3,58.0,4.43,4.4,2.75,557,Small
398,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959,Small
399,0.32,Premium,G,VS2,62.3,58.0,4.41,4.36,2.73,720,Small
400,0.38,Very Good,E,SI2,62.5,61.0,4.59,4.63,2.88,590,Small
401,0.26,Very Good,E,VVS2,61.4,57.0,4.1,4.13,2.52,506,Small
402,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1311,Medium
403,2.0,Good,J,I1,63.6,62.0,7.97,7.8,5.02,6521,Extra Large
404,0.76,Ideal,E,VS2,61.6,56.0,5.85,5.9,3.62,3864,Large
405,1.09,Ideal,G,SI1,62.2,56.0,6.6,6.55,4.09,4970,Extra Large
406,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399,Small
407,0.71,Good,E,VS2,62.8,60.0,5.6,5.65,3.53,2836,Large
408,0.41,Fair,D,VVS2,64.5,57.0,4.68,4.65,3.01,1089,Medium
409,2.27,Premium,J,VS1,62.4,58.0,8.41,8.36,5.23,17149,Extra Large
410,1.01,Premium,G,VVS2,63.0,61.0,6.36,6.34,4.0,7665,Large
411,0.75,Very Good,E,SI1,62.9,57.0,5.79,5.84,3.66,2753,Large
412,0.72,Premium,J,SI1,62.1,59.0,5.75,5.71,3.56,1987,Large
413,2.36,Ideal,H,SI2,62.2,55.0,8.51,8.56,5.3,17569,Extra Large
414,1.01,Ideal,G,VS2,62.7,54.0,6.43,6.47,4.04,6937,Large
415,1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218,Large
416,0.7,Very Good,E,SI1,61.2,57.0,5.68,5.73,3.49,2753,Medium
417,0.3,Premium,G,VS2,61.6,60.0,4.33,4.28,2.65,675,Small
418,1.51,Ideal,F,VS2,62.2,53.0,7.35,7.31,4.56,13771,Extra Large
419,0.3,Premium,F,VS1,60.5,60.0,4.29,4.31,2.6,658,Small
420,0.71,Ideal,I,VVS1,62.3,56.0,5.7,5.73,3.56,2606,Large
421,0.36,Ideal,D,VS2,61.3,55.0,4.58,4.62,2.82,928,Small
422,0.9,Ideal,G,SI2,62.372486772486766,56.0,6.14,6.19,3.85,3500,Large
423,0.35,Premium,J,VS1,62.4,58.0,5.67,5.64,3.53,949,Small
424,0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,1830,Medium
425,1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360,Large
426,0.3,Ideal,G,SI1,62.2,57.0,4.26,4.29,2.66,477,Small
427,0.9,Good,I,SI2,60.9,63.0,6.13,6.21,3.76,2680,Large
428,1.02,Fair,D,SI1,70.6,57.0,6.08,6.01,4.27,4398,Large
429,0.26,Very Good,I,SI1,59.2,60.0,4.2,4.24,2.5,445,Small
430,0.33,Ideal,D,VS1,61.7,55.0,4.48,4.5,2.77,1007,Small
431,0.51,Good,D,SI2,63.9,55.0,5.1,5.04,3.24,1268,Medium
432,1.2,Ideal,H,VS2,59.9,57.0,6.91,6.87,4.13,6487,Extra Large
433,0.25,Very Good,F,VVS1,62.2,56.0,4.02,4.03,2.5,633,Small
434,0.51,Good,F,SI1,63.6,56.0,5.11,5.08,3.24,1312,Medium
435,0.9,Good,I,VVS2,62.9,61.0,6.1,6.14,3.85,3946,Large
436,1.07,Very Good,D,SI1,61.8,61.0,6.54,6.57,4.05,5767,Extra Large
437,0.3,Ideal,E,SI2,62.1,54.0,4.32,4.35,2.69,401,Small
438,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400,Extra Large
439,1.04,Premium,F,VVS2,59.2,58.0,6.68,6.66,3.95,8722,Large
440,2.01,Very Good,J,SI1,59.3,62.0,8.15,8.2,4.85,12257,Extra Large
441,0.71,Very Good,H,SI1,62.146407970634506,57.0,5.65,5.61,3.55,2207,Large
442,0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580,Medium
443,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,1789,Medium
444,1.0,Ideal,D,SI1,60.2,57.0,6.48,6.54,3.92,4774,Large
445,0.31,Ideal,D,VS2,61.8,57.0,4.38,4.36,2.7,942,Small
446,0.7,Good,F,VS1,59.4,62.0,5.71,5.76,3.4,2759,Medium
447,0.51,Very Good,H,VS1,60.7,56.0,5.18,5.21,3.16,1628,Medium
448,1.52,Premium,H,SI2,62.6,60.0,7.34,7.3,4.58,6086,Extra Large
449,0.91,Very Good,E,SI2,62.8,61.0,6.07,6.09,3.82,3703,Large
450,0.95,Premium,G,SI2,59.7,61.0,6.35,6.27,3.77,3830,Large
451,0.7,Very Good,D,SI1,62.6,57.0,5.67,5.7,3.56,2726,Medium
452,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099,Medium
453,1.71,Premium,G,SI1,60.6,58.0,7.79,7.75,4.71,13666,Extra Large
454,0.93,Premium,G,VS1,62.1,59.0,6.21,6.16,3.84,4793,Large
455,0.61,Ideal,E,VS2,61.3,55.0,5.48,5.45,3.35,2373,Medium
456,1.01,Premium,G,SI1,61.5,59.0,6.48,6.43,3.97,5006,Large
457,1.01,Ideal,G,SI1,62.3,57.0,6.41,6.36,3.98,4694,Large
458,0.7,Ideal,E,VS1,60.5,56.0,5.78,5.83,3.51,3419,Medium
459,2.48,Ideal,I,SI2,62.3,57.0,8.64,8.58,5.36,12883,Extra Large
460,1.04,Premium,E,SI2,62.4,57.0,6.51,6.43,4.04,4892,Large
461,1.06,Ideal,H,SI1,60.8,54.0,6.64,6.61,4.03,4602,Extra Large
462,0.44,Very Good,E,SI1,62.9,58.0,4.85,4.88,3.06,810,Medium
463,0.9,Very Good,H,VS2,62.6,59.0,6.07,6.16,3.83,5502,Large
464,1.52,Ideal,H,VS1,60.1,60.0,7.54,7.51,4.52,11946,Extra Large
465,0.31,Ideal,H,VVS1,62.6,53.0,4.35,4.41,2.74,687,Small
466,1.13,Very Good,H,SI1,60.1,60.0,6.73,6.77,4.06,4959,Extra Large
467,0.91,Good,D,SI2,64.1,62.0,6.06,6.01,3.87,3349,Large
468,0.53,Good,G,SI1,63.8,56.0,5.14,5.18,3.29,1268,Medium
469,0.31,Ideal,E,VS1,62.1,54.2,4.31,4.35,2.69,726,Small
470,1.28,Ideal,H,SI2,61.8,57.0,7.0,6.97,4.32,5676,Extra Large
471,1.51,Ideal,G,VS1,61.9,57.0,7.37,7.34,4.55,14674,Extra Large
472,0.41,Premium,F,VVS2,61.0,59.0,4.82,4.79,2.93,1192,Medium
473,0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490,Small
474,1.23,Premium,H,VS2,59.3,58.0,7.0,6.94,4.13,5979,Extra Large
475,0.36,Ideal,H,IF,61.9,57.0,4.6,4.55,2.83,1013,Small
476,2.03,Very Good,I,VS1,63.2,60.0,8.01,7.98,5.05,15086,Extra Large
477,0.55,Ideal,E,SI1,60.9,56.0,5.32,5.28,3.23,1556,Medium
478,0.92,Very Good,F,SI1,62.2,55.0,6.19,6.26,3.87,4621,Large
479,1.7,Very Good,I,SI1,63.1,57.0,7.51,7.46,4.72,10341,Extra Large
480,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395,Medium
481,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761,Small
482,1.27,Ideal,G,VVS1,61.7,56.0,6.9,7.03,4.3,10805,Extra Large
483,1.27,Premium,I,SI1,62.3,56.0,6.93,6.85,4.29,5547,Extra Large
484,1.11,Ideal,J,VS2,61.7,54.0,6.64,6.69,4.11,5051,Extra Large
485,1.52,Premium,E,SI1,62.5,59.0,7.33,7.26,4.56,12418,Extra Large
486,0.93,Ideal,I,SI1,62.5,55.0,6.23,6.29,3.91,3856,Large
487,0.31,Ideal,G,VVS2,62.1,56.0,4.32,4.35,2.69,707,Small
488,0.83,Very Good,D,IF,59.7,53.0,6.14,6.23,3.69,7889,Large
489,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387,Extra Large
490,0.32,Ideal,E,VS2,62.3,56.0,4.41,4.38,2.74,900,Small
491,0.4,Very Good,E,SI1,62.8,59.0,4.67,4.7,2.94,707,Small
492,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931,Medium
493,1.43,Fair,I,VS1,50.8,60.0,7.73,7.25,3.93,6727,Extra Large
494,0.58,Ideal,D,SI2,61.2,57.0,5.38,5.41,3.3,1436,Medium
495,0.81,Premium,G,SI2,59.0,57.0,6.14,6.1,3.61,2274,Large
496,0.4,Ideal,F,SI1,62.1,57.0,4.69,4.65,2.9,882,Small
497,0.55,Ideal,E,VS2,61.4,56.0,5.26,5.32,3.25,1667,Medium
498,1.16,Very Good,H,SI2,61.8,58.0,6.75,6.81,4.19,4785,Extra Large
499,1.04,Premium,H,SI2,62.4,58.0,6.49,6.4,4.02,3611,Large
500,0.71,Premium,G,SI1,58.9,62.0,5.85,5.79,3.43,2181,Large
501,0.91,Very Good,F,VS2,60.8,57.0,6.24,6.25,3.8,4606,Large
502,0.3,Ideal,F,VS1,61.7,56.0,4.32,4.34,2.67,570,Small
503,0.7,Fair,G,SI1,61.6,66.0,5.62,5.57,3.45,1995,Medium
504,0.7,Very Good,G,SI2,60.6,58.0,5.72,5.77,3.48,2057,Medium
505,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023,Large
506,1.5,Premium,D,I1,61.7,62.0,7.28,7.24,4.48,6300,Extra Large
507,0.52,Ideal,E,VS2,61.5,56.0,5.17,5.14,3.17,1767,Medium
508,0.36,Ideal,D,SI2,62.3,57.0,4.57,4.52,2.83,689,Small
509,1.1,Very Good,F,VS2,61.92092004381161,59.0,6.56,6.6,4.08,6708,Extra Large
510,1.01,Very Good,I,SI2,63.5,57.0,6.35,6.37,4.04,4244,Large
511,0.3,Premium,G,SI1,62.6,57.0,4.34,4.25,2.69,574,Small
512,0.38,Very Good,F,SI2,61.389857369255154,61.0,4.61,4.67,2.83,600,Small
513,0.3,Ideal,F,VS2,62.0,54.0,4.31,4.34,2.68,605,Small
514,1.53,Ideal,I,VS2,61.7,57.0,7.36,7.41,4.56,9189,Extra Large
515,1.52,Premium,F,VS2,59.4,55.0,7.52,7.46,4.45,14388,Extra Large
516,1.01,Fair,D,VVS2,65.4,57.0,6.2,6.16,4.04,8716,Large
517,0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144,Medium
518,0.32,Ideal,G,VVS1,60.3,58.0,4.44,4.48,2.69,779,Small
519,0.26,Ideal,E,VVS2,62.2,56.0,4.12,4.15,2.57,599,Small
520,0.31,Very Good,F,VS2,63.4,56.0,4.34,4.31,2.74,802,Small
521,0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66,665,Small
522,0.42,Good,E,SI1,63.6,61.0,4.73,4.7,3.0,945,Medium
523,1.04,Ideal,F,SI1,59.9,56.0,6.64,6.58,3.96,4403,Large
524,0.56,Ideal,F,VS2,61.0,55.0,5.33,5.35,3.26,1708,Medium
525,1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03,6837,Large
526,0.9,Very Good,G,VS1,62.3,60.0,6.0,6.08,3.76,4540,Large
527,1.09,Premium,H,VS1,60.2,59.0,6.71,6.67,4.03,5860,Extra Large
528,1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,5096,Large
529,1.22,Premium,E,SI2,60.5,60.0,6.93,6.89,4.18,4974,Extra Large
530,1.12,Ideal,G,SI1,62.0,55.0,6.68,6.65,4.13,5551,Extra Large
531,0.73,Ideal,F,VS1,61.2,57.0,5.79,5.84,3.56,3797,Large
532,0.9,Very Good,D,SI1,62.7,56.0,6.12,6.16,3.85,4381,Large
533,0.71,Ideal,G,VVS2,60.7,57.0,5.81,5.78,3.52,2843,Large
534,0.32,Good,E,VS1,59.5,64.0,4.42,4.45,2.64,756,Small
535,0.39,Ideal,F,VS2,60.0,57.0,4.76,4.7,2.84,1053,Small
536,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,6217,Extra Large
537,1.01,Very Good,I,SI1,60.9,63.0,6.51,6.43,3.94,2323,Large
538,1.5,Good,E,SI2,61.5,65.0,7.21,7.17,4.42,6300,Extra Large
539,1.22,Premium,E,SI1,62.3,59.0,6.8,6.74,4.22,7395,Extra Large
540,0.57,Ideal,E,SI1,62.2,57.0,5.33,5.31,3.31,1613,Medium
541,1.06,Premium,E,VS2,61.3,58.0,6.56,6.52,4.01,7408,Extra Large
542,0.3,Ideal,F,IF,62.3,55.0,4.29,4.31,2.68,886,Small
543,0.38,Very Good,D,SI1,58.9,61.0,4.75,4.79,2.81,733,Small
544,0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,1054,Medium
545,0.5,Ideal,H,SI2,62.4,55.0,5.09,5.11,3.18,964,Medium
546,1.12,Good,F,VS2,63.8,57.0,6.59,6.61,4.21,6925,Extra Large
547,1.59,Premium,H,VVS2,63.0,58.0,7.48,7.43,4.7,12409,Extra Large
548,0.35,Ideal,F,SI1,62.4,55.0,4.55,4.52,2.83,748,Small
549,0.59,Premium,H,SI1,62.9,60.0,5.34,5.24,3.33,1265,Medium
550,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,1803,Medium
551,0.62,Ideal,D,VS2,61.2,56.0,5.49,5.52,3.37,2243,Medium
552,1.04,Very Good,G,VS2,61.9,57.0,6.46,6.5,4.01,6177,Large
553,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891,Extra Large
554,0.41,Ideal,E,SI1,62.7,57.0,4.74,4.77,2.98,755,Medium
555,1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,10098,Extra Large
556,0.35,Ideal,E,SI2,61.4,56.0,4.55,4.51,2.78,630,Small
557,1.25,Premium,F,VS2,61.5,60.0,6.93,6.89,4.25,8840,Extra Large
558,1.25,Ideal,G,VVS2,62.2,55.0,6.87,6.93,4.29,10983,Extra Large
559,0.7,Very Good,F,VS1,62.4,56.0,5.62,5.7,3.53,2604,Medium
560,1.06,Premium,I,SI2,61.5,57.0,6.57,6.49,4.02,2968,Extra Large
561,0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863,Large
562,0.9,Ideal,I,SI2,62.0,56.0,6.2,6.16,3.83,2948,Large
563,0.96,Good,H,SI2,56.7,62.0,6.51,6.39,3.66,3611,Large
564,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122,Large
565,1.01,Very Good,G,IF,63.0,60.0,6.31,6.35,3.99,7974,Large
566,1.51,Good,J,VS2,64.0,58.0,7.24,7.27,4.64,6936,Extra Large
567,2.03,Premium,D,SI2,61.7,58.0,8.14,8.1,5.01,13229,Extra Large
568,1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,5720,Extra Large
569,0.35,Very Good,H,SI1,63.3,54.0,4.53,4.51,2.86,647,Small
570,1.0,Very Good,E,VS1,63.0,58.0,6.29,6.38,3.99,7676,Large
571,0.52,Ideal,E,VS2,61.2,56.0,5.16,5.23,3.18,1689,Medium
572,0.39,Premium,D,VS2,61.27489035087719,59.0,4.76,4.74,2.86,1024,Small
573,0.31,Ideal,G,VVS1,61.8,54.0,4.39,4.41,2.72,789,Small
574,1.39,Premium,H,SI1,62.7,58.0,7.15,7.08,4.46,7986,Extra Large
575,0.36,Premium,I,IF,59.9,59.0,4.58,4.63,2.76,758,Small
576,1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938,Extra Large
577,0.42,Ideal,G,VS1,61.2,54.0,4.82,4.86,2.96,921,Medium
578,0.42,Premium,I,SI1,62.6,58.0,4.76,4.8,2.99,626,Medium
579,1.5,Good,H,I1,64.0,56.0,7.18,7.05,4.56,4022,Extra Large
580,0.3,Ideal,D,SI1,62.1,56.0,4.3,4.33,2.68,552,Small
581,1.14,Ideal,G,VVS2,61.0,56.0,6.74,6.76,4.12,9013,Extra Large
582,0.39,Premium,D,VS1,61.7,59.0,4.69,4.64,2.88,1123,Small
583,0.31,Good,G,VS1,63.8,57.0,4.29,4.33,2.75,625,Small
584,0.38,Ideal,D,VVS2,61.5,57.0,4.67,4.63,2.86,1257,Small
585,0.42,Ideal,H,SI1,61.7,55.0,4.84,4.85,2.99,885,Medium
586,0.35,Very Good,G,VS2,60.2,60.0,4.54,4.6,2.75,658,Small
587,0.3,Premium,G,VS1,62.3,59.0,4.3,4.27,2.67,776,Small
588,0.52,Premium,H,SI1,62.6,55.0,5.16,5.12,3.22,1219,Medium
589,0.5,Very Good,J,VS1,61.4,57.8,5.09,5.14,3.15,1034,Medium
590,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295,Large
591,1.5,Premium,H,SI2,60.8,58.0,7.39,7.34,4.48,8148,Extra Large
592,1.04,Very Good,D,SI1,63.4,55.0,6.41,6.46,4.08,5557,Large
593,0.53,Ideal,H,VVS1,61.3,56.0,5.21,5.23,3.2,1781,Medium
594,0.4,Very Good,D,VS1,62.9,55.0,4.73,4.77,2.99,1004,Small
595,0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655,Large
596,1.3,Ideal,G,VS1,62.4,56.0,7.03,6.95,4.36,6928,Extra Large
597,0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937,Medium
598,0.9,Fair,I,VVS2,67.0,56.0,5.91,5.83,3.93,3074,Large
599,0.7,Ideal,I,VVS1,62.3,55.0,5.7,5.64,3.53,2536,Medium
600,0.59,Very Good,G,SI1,63.0,57.0,5.35,5.38,3.38,1412,Medium
601,0.35,Ideal,F,VVS2,60.8,55.0,4.58,4.61,2.79,872,Small
602,0.3,Ideal,E,VS2,62.6,54.0,4.31,4.28,2.69,844,Small
603,0.7,Very Good,D,SI1,62.1,56.0,5.65,5.69,3.52,2686,Medium
604,1.01,Ideal,J,VS2,62.3,55.0,6.4,6.44,4.0,4425,Large
605,1.0,Very Good,D,SI2,63.5,59.0,6.35,6.32,4.02,4295,Large
606,0.53,Ideal,G,VVS2,60.4,56.0,5.24,5.29,3.18,1948,Medium
607,0.54,Ideal,D,VS1,61.4,57.0,5.21,5.24,3.21,2039,Medium
608,0.42,Very Good,G,VS1,59.4,59.0,4.86,4.9,2.9,921,Medium
609,1.52,Good,G,SI1,64.4,59.0,7.18,7.25,4.65,9368,Extra Large
610,2.04,Premium,F,SI2,60.2,58.0,8.17,8.24,4.94,18066,Extra Large
611,1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615,Large
612,0.33,Ideal,E,VS2,61.73177987109569,55.0,4.48,4.46,2.74,928,Small
613,1.51,Good,I,SI2,63.6,60.0,7.27,7.23,4.61,7957,Extra Large
614,0.32,Ideal,G,VVS1,61.9,56.0,4.4,4.39,2.72,1080,Small
615,1.0,Ideal,F,VS1,61.9,57.0,6.41,6.39,3.96,7526,Large
616,1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9,4921,Large
617,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,1053,Small
618,1.0,Premium,E,SI1,61.1,60.0,6.47,6.42,3.94,5174,Large
619,0.39,Ideal,E,VS2,61.4,56.0,4.68,4.74,2.89,796,Small
620,0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45,2812,Medium
621,0.9,Ideal,E,VS1,61.7,56.0,6.19,6.22,3.83,6230,Large
622,1.0,Good,J,VS2,58.7,61.0,6.5,6.52,3.82,3769,Large
623,0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401,Medium
624,0.3,Ideal,G,IF,61.0,56.0,4.34,4.37,2.65,844,Small
625,1.51,Premium,F,VS2,61.1,59.0,7.37,7.32,4.49,14294,Extra Large
626,1.01,Premium,F,VVS1,62.8,58.0,6.39,6.35,4.0,9412,Large
627,0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,829,Small
628,1.01,Very Good,G,VS2,61.9,58.0,6.37,6.42,3.96,6047,Large
629,0.7,Ideal,J,VS2,61.9,57.0,5.65,5.69,3.51,1974,Medium
630,0.62,Premium,F,VS2,62.3,60.0,5.46,5.39,3.38,2009,Medium
631,1.51,Premium,H,SI1,60.7,59.0,7.43,7.39,4.5,10020,Extra Large
632,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,12407,Extra Large
633,0.35,Fair,F,VVS1,54.6,59.0,4.85,4.79,2.63,1011,Small
634,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,3682,Large
635,0.43,Premium,D,VS2,60.2,59.0,4.92,4.88,2.95,1129,Medium
636,1.22,Premium,H,VS2,62.7,59.0,6.82,6.81,4.27,6184,Extra Large
637,1.01,Premium,F,SI1,62.2,59.0,6.41,6.36,3.97,5345,Large
638,0.59,Ideal,H,SI2,61.9,55.0,5.37,5.39,3.33,1292,Medium
639,1.11,Good,E,SI2,59.58054474708172,60.0,6.76,6.83,3.96,4532,Extra Large
640,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1019,Medium
641,0.23,Premium,D,VVS2,59.6,61.0,4.03,3.99,2.39,640,Small
