,carat,cut,color,clarity,depth,table,price
611,0.33,5,6,6,61.73177987109569,55.0,928
612,1.51,2,2,4,63.6,60.0,7957
613,0.32,5,4,9,61.9,56.0,1080
614,1.0,5,5,7,61.9,57.0,7526
615,1.01,4,6,4,60.0,61.0,4921
616,0.39,4,5,6,62.4,58.0,1053
617,1.0,4,6,5,61.1,60.0,5174
618,0.39,5,6,6,61.4,56.0,796
619,0.7,3,5,6,59.5,58.0,2812
620,0.9,5,6,7,61.7,56.0,6230
621,1.0,2,1,6,58.7,61.0,3769
622,0.58,4,7,7,59.2,60.0,2401
623,0.3,5,4,10,61.0,56.0,844
624,1.51,4,5,6,61.1,59.0,14294
625,1.01,4,5,9,62.8,58.0,9412
626,0.35,3,6,7,62.3,60.0,829
627,1.01,3,4,6,61.9,58.0,6047
628,0.7,5,1,6,61.9,57.0,1974
629,0.62,4,5,6,62.3,60.0,2009
630,1.51,4,3,5,60.7,59.0,10020
631,2.01,4,1,4,62.8,58.0,12407
632,0.35,1,5,9,54.6,59.0,1011
633,0.91,4,5,4,61.4,60.0,3682
634,0.43,4,7,6,60.2,59.0,1129
635,1.22,4,3,6,62.7,59.0,6184
636,1.01,4,5,5,62.2,59.0,5345
637,0.59,5,3,4,61.9,55.0,1292
638,1.11,2,6,4,59.58054474708172,60.0,4532
639,0.52,3,1,5,62.5,59.0,1019
640,0.23,4,7,8,59.6,61.0,640
641,1.33,4,4,7,62.7,58.0,9699
642,0.5,5,7,5,60.9,57.0,1654
643,0.29,3,5,8,60.8,63.0,592
644,0.41,4,4,6,61.6,58.0,827
645,0.71,2,1,7,63.3,55.0,1881
646,0.73,4,4,7,61.4,58.0,2841
647,1.51,4,1,6,62.3,59.0,7418
648,1.04,5,6,4,61.4,56.0,4892
649,2.01,2,4,4,63.6,59.0,11096
650,0.41,1,4,8,64.7,56.0,833
651,0.37,1,7,10,61.2,57.0,1440
652,1.23,4,6,5,59.2,62.0,7274
653,0.36,5,4,5,61.8,55.0,725
654,1.2,4,4,6,62.1,61.0,7728
655,0.33,3,7,8,59.5,56.0,933
656,0.6,5,7,6,61.5,55.0,2325
657,0.91,4,3,5,63.0,57.0,3033
658,0.33,5,5,6,60.5,55.0,854
659,0.32,2,6,7,60.3,64.0,756
660,0.7,3,7,7,61.2,56.0,3567
661,1.35,4,1,5,61.1,61.0,5715
662,0.71,4,2,7,61.9,58.0,2104
663,0.92,4,7,4,62.5,59.0,3550
664,0.7,4,3,5,61.3,58.0,2155
665,0.45,2,4,7,60.7,60.4,1246
666,1.6,4,1,5,62.2,58.0,7550
667,1.5,3,4,8,60.9,56.0,12798
668,3.04,3,2,4,63.2,59.0,15354
669,1.61,5,4,6,62.2,56.0,9521
670,1.0,3,5,6,62.9,55.0,6352
671,1.02,3,6,7,58.9,59.0,7253
672,1.57,5,3,7,62.2,55.0,12810
673,2.02,5,2,5,61.9,58.0,15942
674,2.14,4,3,5,62.3,58.0,14490
675,0.25,3,6,8,60.5,59.0,575
676,0.31,5,4,6,62.7,57.0,544
677,0.5,5,7,6,61.9,59.0,1712
678,0.26,5,3,7,62.2,55.0,462
679,0.32,4,3,7,62.3,58.0,561
680,0.71,5,2,10,61.5,56.0,2925
681,0.94,4,3,4,62.07217847769029,57.0,3335
682,0.26,3,6,6,62.8,58.0,601
683,0.38,5,6,8,61.9,53.8,1073
684,0.97,3,4,5,60.2,61.0,4140
685,0.9,2,5,5,63.2,61.0,3950
686,0.31,5,3,6,62.6,57.0,628
687,0.27,5,3,8,62.1,57.0,623
688,0.54,5,6,4,61.44951456310679,57.0,1246
689,1.03,5,5,7,60.7,56.0,7429
690,0.52,5,7,7,61.3,56.0,2550
691,0.71,2,7,5,63.1,56.0,2719
692,0.91,3,1,5,63.5,58.0,2905
693,0.71,5,6,4,61.75323741007195,57.0,2470
694,1.07,4,7,5,63.0,57.0,6124
695,1.21,5,4,7,61.4,56.0,8824
696,0.31,5,6,9,60.5,57.0,942
697,0.45,3,5,7,62.1,59.0,1179
698,0.49,5,7,7,62.3,55.0,1934
699,0.53,4,3,5,60.9,60.0,1193
700,0.91,2,4,4,63.6,56.0,3610
701,0.32,2,2,5,63.9,55.0,554
702,0.5,2,2,6,60.4,64.0,1047
703,0.32,3,6,5,61.6,56.0,561
704,0.31,3,3,6,60.0,60.0,489
705,1.53,4,2,5,60.8,59.0,8911
706,0.9,2,1,4,63.02584269662921,56.0,2693
707,1.01,4,4,6,61.6,58.0,6027
708,1.71,3,5,7,61.9,61.0,17685
709,1.49,1,3,3,66.9,61.0,6425
710,0.41,2,6,4,63.8,57.0,818
711,0.38,3,5,4,61.2,57.0,585
712,0.53,5,7,9,62.0,57.0,2732
713,0.9,1,7,5,64.0,63.0,4796
714,0.56,4,5,6,60.5,59.0,1935
715,1.24,4,4,10,60.5,60.0,10508
716,1.27,5,5,5,61.8,57.0,5761
717,0.73,5,1,5,62.0,56.0,1902
718,1.52,4,4,7,62.4,58.0,13034
719,0.76,4,4,4,62.6,55.0,1970
720,1.76,3,4,7,62.8,55.4,18014
721,0.3,3,7,7,62.0,55.0,863
722,0.23,3,6,9,61.8,59.0,472
723,1.15,4,4,5,62.6,58.0,5851
724,1.25,5,2,4,63.3,56.0,5292
725,0.3,5,5,9,62.2,56.0,814
726,1.51,4,6,5,58.6,62.0,12655
727,1.03,4,7,8,61.95541619156215,59.0,8623
728,1.52,4,3,5,60.1,60.0,10330
729,0.27,3,7,8,64.6,53.0,575
730,0.83,5,7,5,61.5,53.0,3933
731,1.19,4,2,5,61.3,59.0,5464
732,2.1,5,3,5,62.9,57.0,18648
733,0.7,5,5,5,62.2,56.0,2409
734,0.54,4,7,7,61.1,58.0,1994
735,1.57,5,4,5,61.7,55.0,8752
736,0.31,5,7,8,60.9,57.0,777
737,0.3,4,2,7,60.3,58.0,473
738,0.51,5,4,8,61.9,55.0,1875
739,0.6,3,1,7,62.6,56.0,1378
740,0.37,4,4,5,62.1,60.0,551
741,0.7,5,7,6,62.4,57.0,2867
742,0.52,5,7,8,60.4,57.0,2426
743,1.74,5,7,4,59.7,55.0,9880
744,0.51,2,3,4,63.7,61.0,964
745,0.3,4,2,7,61.7,59.0,608
746,1.78,3,7,4,63.4,60.0,10730
747,1.1,3,4,7,60.3,62.0,6951
748,0.43,5,3,6,62.5,56.0,1218
749,0.42,5,2,5,61.0,56.0,914
750,0.43,5,4,10,61.8,55.0,1433
751,1.01,4,4,4,62.4,58.0,4442
752,0.91,3,2,6,63.0,58.0,3340
753,0.31,4,5,6,61.6,58.0,625
754,1.03,4,5,6,62.6,58.0,5774
755,2.11,4,3,6,60.8,61.0,16395
756,0.4,4,7,4,62.4,58.0,666
757,0.54,5,6,6,60.5,56.0,1754
758,1.56,5,6,6,60.5,57.0,12717
759,0.35,5,1,9,62.1,53.0,540
760,0.32,5,4,8,61.6,55.0,936
761,0.7,4,7,7,62.5,60.0,3471
762,1.34,5,1,7,62.0,57.0,6010
763,0.23,3,5,8,61.0,59.0,465
764,0.52,5,7,5,62.2,57.0,1600
765,1.38,2,1,4,63.7,58.0,4598
766,0.8,5,4,8,61.4,57.0,4740
767,1.25,4,6,6,61.5,58.0,10640
768,0.51,4,7,5,60.9,59.0,1687
769,2.33,2,4,4,63.9,60.0,13242
770,0.9,2,5,5,58.0,58.0,3699
771,1.22,5,5,4,62.0,57.0,4852
772,0.91,5,2,7,62.1,57.0,3906
773,0.41,5,2,9,61.7,57.0,875
774,0.3,5,2,5,60.4,59.0,439
775,1.01,4,3,5,63.0,60.0,4642
776,0.44,4,7,5,61.9,59.0,1089
777,1.2,5,4,7,62.6,54.3,8687
778,0.53,5,6,6,61.65778672032194,55.0,1721
779,1.21,3,3,5,60.2,58.0,6229
780,1.0,5,4,6,62.3,56.0,5887
781,1.55,5,1,5,61.7,54.0,7987
782,0.54,5,6,8,61.6,56.0,2776
783,0.38,5,6,8,61.9,57.0,1176
784,0.51,5,7,6,62.1,56.0,1882
785,1.26,4,5,7,62.0,58.0,10669
786,0.33,4,4,10,60.8,58.0,1052
787,1.0,4,3,5,62.2,51.0,3511
788,0.74,4,3,6,62.1,56.0,2532
789,1.51,3,7,6,62.3,59.0,14112
790,1.45,1,5,3,64.8,67.0,4320
791,1.52,4,5,6,60.9,61.0,13919
792,1.26,4,4,4,59.1,59.0,5899
793,0.7,1,2,5,65.2,58.0,1749
794,0.32,5,6,9,61.7,55.0,879
795,0.38,5,7,9,60.3,56.0,1867
796,1.15,5,6,8,61.5,57.0,12193
797,2.51,3,1,5,63.8,55.0,16842
798,0.3,3,7,6,62.9,61.0,710
799,1.5,2,3,4,63.8,57.0,5416
800,1.13,5,2,7,61.6,54.0,5813
801,0.4,3,7,7,63.1,55.0,967
802,1.01,2,6,5,63.5,58.0,4546
803,0.41,4,5,7,61.2,57.0,1076
804,0.41,5,6,8,62.0,56.0,1187
805,1.02,3,6,9,62.6,56.0,9498
806,0.33,4,7,6,60.8,60.0,762
807,0.42,5,6,9,62.0,55.0,1327
808,0.73,5,4,7,60.7,57.0,3411
809,0.37,5,4,6,62.2,57.0,833
810,0.4,4,7,4,60.0,58.0,666
811,1.04,5,4,8,61.7,56.0,9465
812,0.32,5,6,6,61.4,56.0,599
813,0.73,5,5,6,62.6,56.0,2762
814,0.45,4,1,4,60.9,57.0,720
815,0.35,4,3,9,62.1,58.0,798
816,1.01,3,7,6,63.1,58.0,7448
817,0.3,4,3,5,59.3,59.0,421
818,2.1,3,1,6,61.3,59.0,14229
819,0.3,5,6,8,61.4,55.0,837
820,0.26,5,2,6,61.8,55.0,371
821,0.3,3,4,8,62.1,59.0,684
822,0.41,3,2,9,63.1,58.0,847
823,0.46,5,1,10,61.8,56.0,1221
824,0.33,5,7,7,61.7,55.0,739
825,0.31,4,7,5,60.9,60.0,571
826,0.3,2,4,7,63.6,54.0,776
827,0.34,2,3,6,63.7,57.0,537
828,0.34,5,4,5,61.2,57.0,507
829,0.37,5,3,10,61.7,53.0,936
830,0.35,5,5,6,60.5,57.0,906
831,1.12,4,3,5,62.4,56.0,4994
832,0.25,4,6,7,60.7,59.0,435
833,0.41,5,2,10,62.6,57.0,1076
834,0.24,2,5,7,60.8,64.0,373
835,0.36,5,6,5,62.9,56.0,810
836,0.7,2,7,8,63.6,57.0,3312
837,2.05,4,1,6,62.3,60.0,13667
838,0.3,5,3,9,62.2,57.0,665
839,0.72,4,5,5,62.0,60.0,2364
840,1.01,2,4,6,63.8,57.0,5279
841,1.01,4,6,6,59.3,58.0,7240
842,0.3,5,6,8,61.8,56.0,789
843,1.14,5,6,8,62.3,55.0,10512
844,0.87,4,5,4,61.6,58.0,2999
845,1.14,4,4,6,61.9,58.0,6256
846,0.51,4,5,5,59.4,60.0,1308
847,0.91,4,5,4,58.2,61.0,3746
848,1.01,4,3,6,62.3,60.0,4909
849,0.42,5,4,9,61.6,55.0,1235
850,0.36,5,5,7,61.5,55.0,803
851,0.32,4,3,5,61.3,60.0,449
852,1.49,1,5,5,59.6,63.0,8779
853,1.79,5,1,6,61.8,56.0,10658
854,1.73,4,1,5,60.7,58.0,9105
855,2.04,5,2,4,62.8,57.0,10282
856,0.74,3,5,4,59.6,60.0,2298
857,0.3,5,5,6,61.8,56.0,605
858,2.03,5,4,5,60.0,55.8,18757
859,0.39,5,4,9,61.743395461912485,56.0,978
860,1.5,5,4,4,61.4,56.0,8736
861,1.57,4,4,5,59.5,58.0,10914
862,0.36,3,7,9,59.0,59.0,1119
863,0.33,3,1,7,61.5,61.0,434
864,1.03,3,5,10,62.8,57.0,10032
865,0.3,5,7,9,62.2,57.0,1112
866,1.5,3,3,5,61.5,62.0,8791
867,0.53,5,3,10,62.0,54.0,1920
868,0.5,5,2,5,59.8,59.0,1031
869,0.71,5,3,4,61.8,55.0,2024
870,0.91,5,5,4,62.2,56.0,3812
871,0.58,5,6,6,60.9,59.0,1698
872,1.02,5,4,8,62.1,54.0,8847
873,1.0,2,4,4,61.7,63.0,4493
874,0.27,5,2,6,62.1,56.0,534
875,0.4,3,4,4,62.9,57.0,630
876,0.69,5,4,4,62.7,54.0,1711
877,0.23,3,6,8,60.9,60.0,530
878,0.38,2,5,6,62.7,58.0,752
879,0.42,4,3,9,62.0,58.0,1068
880,1.07,5,7,5,61.8,55.0,5767
881,0.54,2,4,7,59.0,62.0,1640
882,0.39,5,5,5,62.5,55.0,718
883,0.24,3,7,6,61.4,60.0,373
884,0.38,5,1,7,62.0,53.0,645
885,1.52,4,3,5,61.2,58.0,8566
886,0.34,3,6,4,62.9,56.0,477
887,0.35,5,5,6,61.4,55.0,706
888,1.69,5,3,3,62.0,56.0,6757
889,0.41,4,4,5,61.4,60.0,719
890,0.32,5,6,8,62.3,56.0,1080
891,1.15,3,3,7,62.5,56.0,7040
892,1.0,4,3,5,62.2,60.0,4469
893,0.33,5,4,10,61.5,56.0,992
894,0.31,5,6,6,61.7,55.0,872
895,0.3,5,2,8,62.6,56.0,515
896,0.43,5,5,10,60.9,57.0,1580
897,1.32,2,2,7,59.2,58.0,7143
898,0.31,4,6,6,61.6,59.0,680
899,0.56,5,4,8,61.6,56.0,1976
900,0.54,3,5,7,61.692977291841885,59.0,1600
901,1.05,5,4,4,62.2,54.0,4667
902,0.3,4,5,6,61.6,58.0,776
903,1.02,5,4,3,61.2,56.0,3459
904,0.41,5,5,4,61.1,57.0,703
905,0.58,4,4,8,61.5,60.0,1975
906,1.55,5,5,6,61.8,54.0,15426
907,0.34,5,6,5,62.2,54.0,714
908,0.51,5,3,4,61.9,54.0,983
909,1.5,3,4,5,62.8,57.0,9996
910,0.34,5,3,9,61.8,57.0,995
911,0.41,5,4,8,61.1,55.0,1007
912,0.62,4,1,8,60.9,58.0,1415
913,0.71,4,3,10,62.9,60.0,3349
914,0.23,4,6,8,61.8,58.0,680
915,0.7,3,6,5,63.3,58.0,1926
916,0.3,5,2,9,62.4,56.0,709
917,0.32,3,4,8,62.0,55.0,730
918,0.31,3,4,4,61.8,59.0,408
919,1.03,5,4,9,61.97953684210526,56.0,8248
920,1.5,3,2,5,63.5,59.0,8081
921,1.01,5,7,5,63.0,56.0,6579
922,2.02,3,3,4,63.1,54.0,13655
923,0.32,5,7,9,61.5,57.0,1140
924,1.0,5,3,5,61.4,55.0,4676
925,0.6,5,3,7,61.6,56.0,1820
926,0.32,5,5,8,62.0,55.0,1008
927,0.34,5,6,6,62.0,56.0,646
928,1.5,2,2,7,57.9,60.0,9828
929,0.71,4,6,5,60.3,60.0,2674
930,0.81,4,5,5,61.9,58.0,3004
931,1.86,3,3,5,62.6,58.0,14383
932,2.01,2,2,4,56.9,59.0,11312
933,0.38,5,7,8,60.7,55.0,1289
934,1.51,5,2,6,62.6,56.0,9069
935,0.46,5,2,6,62.3,59.0,952
936,0.41,5,4,10,62.4,54.0,1259
937,0.31,4,6,5,61.33053120165033,60.0,698
938,0.4,4,6,9,61.2,61.0,1397
939,1.02,4,4,4,62.5,59.0,4291
940,0.7,5,2,6,62.4,56.0,2056
941,0.83,5,1,6,62.1,56.0,2570
942,2.01,4,2,6,62.8,58.0,16778
943,0.4,4,6,5,60.8,62.0,882
944,0.31,5,4,9,61.6,56.0,1046
945,0.33,4,6,6,61.5,59.0,723
946,0.51,3,6,7,61.0,59.0,1717
947,1.5,5,3,7,61.3,55.0,10080
948,1.51,2,2,7,64.0,60.0,8975
949,0.9,1,7,5,66.4,59.0,3382
950,2.61,5,2,4,62.1,56.0,18756
951,0.51,5,5,8,62.2,56.0,2093
952,0.53,4,4,6,60.7,59.0,1607
953,0.45,5,2,7,61.9,54.0,825
954,1.11,5,7,7,61.9,54.0,9870
955,0.33,5,5,6,61.9,57.0,666
956,0.7,2,2,4,63.5,56.0,1675
957,1.19,5,7,4,60.4,55.0,5504
958,0.91,5,2,7,62.5,55.0,3669
959,0.81,5,1,5,62.0,56.0,2307
960,1.51,5,3,6,62.5,56.0,11133
961,0.9,1,1,6,65.0,56.0,2815
962,0.33,4,4,5,62.3,59.0,631
963,0.43,5,7,6,61.8,56.0,1129
964,0.36,2,2,5,63.1,57.0,486
965,1.01,3,4,6,61.6,56.0,5839
966,0.9,5,4,6,62.7,56.0,4133
967,1.04,5,7,7,61.6,57.0,10709
968,0.42,4,4,7,62.5,59.0,921
969,0.37,4,6,5,59.3,58.0,833
970,0.3,5,4,4,61.9,57.0,422
971,0.41,4,6,4,62.9,58.0,876
972,1.5,2,4,5,59.7,65.0,9954
973,1.19,5,2,10,61.7,56.0,7207
974,1.0,3,5,4,63.4,55.0,4033
975,0.38,5,4,4,62.8,57.0,566
976,1.13,3,4,5,63.1,58.0,5526
977,0.32,4,3,9,60.9,58.0,936
978,0.34,5,2,10,61.3,55.0,695
979,0.43,3,6,5,62.25116629044395,56.0,894
980,1.01,5,7,4,61.6,57.0,4916
981,0.32,5,6,5,61.78368384562052,54.0,516
982,0.7,3,3,6,61.6,55.0,2330
983,0.3,3,7,5,61.0,61.0,552
984,1.35,4,1,6,61.2,61.0,4974
985,0.3,3,4,9,62.5,56.0,753
986,0.32,2,3,5,63.5,57.0,461
987,0.73,4,5,5,58.7,59.0,2644
988,1.0,4,5,5,60.6,62.0,5410
989,0.3,4,5,6,61.4,60.0,605
990,0.36,5,4,7,61.4,56.0,949
991,1.11,4,7,3,61.9,58.0,3589
992,0.3,3,6,5,62.9,56.0,526
993,1.05,5,2,6,62.2,55.8,6279
994,1.5,1,3,4,59.3,58.0,7098
995,0.5,3,6,8,59.1,61.0,2106
996,0.34,4,7,4,60.6,60.0,507
997,0.52,2,6,6,61.5,61.0,1660
998,1.04,3,4,4,62.6,58.0,4375
999,1.32,4,1,6,60.4,58.0,5800
1000,0.9,2,6,7,62.7,58.0,5201
1001,0.32,5,4,6,61.83112210478975,56.0,524
1002,0.33,5,4,10,61.6,53.0,984
1003,0.6,5,2,5,62.2,58.0,1342
1004,1.72,5,2,6,62.407782101167314,57.0,11226
1005,0.26,3,6,8,62.6,58.0,597
1006,0.39,4,6,7,58.8,59.0,1097
1007,1.25,5,2,4,61.4,55.0,5395
1008,1.23,3,5,8,62.4,58.0,10835
1009,1.02,1,6,6,66.6,57.0,5350
1010,1.01,4,6,6,59.3,59.0,5882
1011,0.34,5,4,7,62.0,55.0,681
1012,0.25,3,6,9,60.2,59.0,575
1013,0.3,5,3,5,62.9,57.0,540
1014,0.61,3,6,6,60.0,57.0,2036
1015,0.3,3,6,6,62.6,62.0,614
1016,0.9,3,7,5,63.4,53.0,4187
1017,0.31,5,4,9,62.5,56.0,772
1018,0.38,5,6,6,61.7,55.0,1112
1019,1.5,5,3,7,61.2,56.0,12055
1020,1.23,5,3,7,62.1,54.0,7946
1021,0.34,5,6,6,59.8,56.0,816
1022,1.5,3,3,7,63.3,59.0,9173
1023,1.66,5,2,7,61.0,55.0,10691
1024,0.45,5,7,4,62.0,55.0,706
1025,1.22,4,3,4,60.7,59.0,5671
1026,0.62,4,5,7,60.1,58.0,1942
1027,0.8,3,1,5,61.6,56.0,2224
1028,1.01,5,5,4,62.9,57.0,4858
1029,2.03,5,4,5,60.3,56.0,16224
1030,0.52,5,3,9,60.4,57.0,1778
1031,0.9,5,7,5,61.3,58.0,4661
1032,0.27,4,4,6,62.4,59.0,509
1033,0.9,4,6,4,59.5,61.0,3084
1034,0.38,4,5,5,60.4,58.0,898
1035,2.01,2,7,4,59.9,65.0,16624
1036,0.91,5,5,4,61.7,55.0,3196
1037,0.5,3,7,7,63.7,57.0,1671
1038,0.9,3,5,4,62.6,56.0,3368
1039,0.37,4,7,5,61.9,59.0,874
1040,0.53,4,3,10,61.89809241203899,59.0,1957
1041,0.38,5,6,10,61.1,56.0,1433
1042,1.0,3,4,8,62.7,57.0,7950
1043,0.72,5,3,4,61.5,56.0,2131
1044,1.24,4,2,5,60.4,58.0,5555
1045,0.53,2,6,6,58.6,62.0,1422
1046,0.32,5,4,7,62.3,54.0,828
1047,0.52,5,5,5,61.8,55.0,1624
1048,1.21,5,3,8,60.4,57.0,7954
1049,0.54,3,4,5,62.8,59.0,1392
1050,0.75,5,1,6,62.3,57.0,2025
1051,0.38,4,6,4,61.6,57.0,812
1052,2.02,5,3,4,62.4,56.0,12680
1053,0.36,5,3,7,61.5,55.0,651
1054,0.32,5,5,6,61.3,56.0,828
1055,0.23,3,6,8,61.9,57.0,505
1056,0.79,4,7,5,61.4,59.0,3058
1057,1.16,5,4,4,61.761351706036734,54.0,5206
1058,0.32,4,4,8,61.2,59.0,936
1059,1.51,5,1,7,61.3,61.0,8298
1060,0.7,3,4,5,62.8,56.0,2304
1061,0.61,4,7,5,61.84939919893191,58.0,1877
1062,1.5,3,3,6,60.9,59.0,10023
1063,1.01,2,3,4,57.9,59.0,3903
1064,1.28,3,3,7,61.2,55.0,8645
1065,1.06,5,3,5,62.7,57.0,4196
1066,0.5,3,4,5,60.0,63.0,1286
1067,1.0,5,4,5,63.0,55.0,5096
1068,1.0,1,2,5,66.0,56.0,2912
1069,0.9,5,3,7,62.0,56.0,4234
1070,1.23,5,2,4,62.1,56.0,5175
1071,3.01,1,2,4,65.8,56.0,18242
1072,1.06,5,4,4,62.2,55.0,4459
1073,0.38,3,7,8,63.8,57.0,1030
1074,0.63,4,5,6,61.0,61.0,2211
1075,1.33,5,2,8,62.2,56.0,7887
1076,2.06,5,2,6,59.2,57.0,15691
1077,2.01,2,3,5,63.9,59.0,15467
1078,0.4,2,1,6,64.0,57.0,591
1079,0.23,3,6,8,62.7,55.0,505
1080,0.4,5,5,5,61.9,57.0,694
1081,0.73,1,5,7,58.6,66.0,3002
1082,0.41,5,4,7,60.8,56.0,899
1083,0.43,5,6,8,61.8,57.0,1308
1084,0.56,5,4,5,61.6,59.0,1755
1085,0.7,4,7,5,62.6,58.0,2550
1086,2.29,4,3,6,61.6,60.0,17539
1087,0.92,4,6,5,62.1,58.0,4482
1088,0.27,5,6,8,61.8,57.0,622
1089,0.9,2,7,9,62.9,58.0,8239
1090,1.5,4,1,6,59.6,60.0,7503
1091,0.31,5,4,10,62.0,54.0,1028
1092,1.52,2,6,7,63.9,56.0,15792
1093,1.51,4,5,6,61.8,56.0,12899
1094,1.01,4,3,6,61.3,59.0,5166
1095,1.0,4,7,7,59.7,60.0,8124
1096,0.23,3,5,8,62.9,57.0,505
1097,0.42,5,3,8,61.1,56.0,910
1098,0.3,2,4,7,63.1,58.0,605
1099,0.5,2,5,5,64.3,57.0,975
1100,0.5,2,7,5,63.6,54.0,1436
1101,0.51,2,5,5,64.1,58.0,1274
1102,1.51,1,3,6,57.4,61.0,9678
1103,1.0,3,5,6,63.2,59.0,6296
1104,0.7,3,6,7,63.4,57.0,3095
1105,0.42,3,7,4,62.9,55.0,656
1106,1.05,4,4,4,61.3,58.0,4241
1107,1.01,4,4,7,62.6,59.0,6499
1108,1.12,5,3,5,60.7,56.0,5457
1109,0.54,3,4,7,61.6,56.0,1754
1110,0.4,4,6,7,62.8,59.0,1125
1111,1.47,3,6,6,62.4,59.0,12547
1112,2.02,2,4,4,57.5,61.0,12929
1113,1.51,4,6,5,62.4,59.0,12319
1114,0.41,4,3,5,62.6,59.0,876
1115,0.54,5,5,8,61.9,56.0,2168
1116,1.08,2,1,4,63.2,59.0,3742
1117,0.51,4,6,7,61.9,58.0,1831
1118,1.52,4,2,4,62.2,59.0,6214
1119,0.86,5,3,4,61.8,55.0,2892
1120,1.3,5,4,4,61.9,57.0,5169
1121,0.55,3,5,6,62.5,56.0,1625
1122,0.35,5,5,9,61.8,54.0,945
1123,0.31,4,6,6,60.5,60.0,872
1124,1.27,4,4,5,61.4,59.0,7133
1125,1.55,5,6,5,61.5,56.0,13171
1126,0.3,3,4,10,63.5,55.0,956
1127,0.51,5,7,8,61.3,57.0,2742
1128,0.33,5,7,4,62.4,57.0,492
1129,2.05,3,3,6,61.8,60.0,18152
1130,0.41,4,5,5,61.0,60.0,969
1131,0.74,4,1,5,61.6,59.0,1931
1132,1.39,4,4,5,61.61775147928995,59.0,7991
1133,0.43,5,7,7,61.9,55.0,1207
1134,0.31,5,7,6,59.4,57.0,879
1135,0.31,2,1,4,63.3,58.0,335
1136,0.51,3,3,6,63.5,60.0,1268
1137,0.3,5,2,9,61.1,57.0,552
1138,0.57,5,4,6,61.6,57.0,1728
1139,0.72,4,1,6,61.4,58.0,1846
1140,0.26,4,6,7,60.1,60.0,452
1141,1.1,4,3,4,59.5,57.0,4004
1142,1.19,4,4,7,62.6,58.0,8109
1143,0.32,5,4,6,61.7,57.0,561
1144,0.71,2,5,10,62.1,62.0,3393
1145,1.01,2,3,8,63.3,57.0,5988
1146,1.01,5,2,5,62.3,59.0,4518
1147,0.5,5,6,6,60.6,59.0,1655
1148,1.04,4,4,7,60.2,58.0,6360
1149,1.51,4,2,9,61.0,61.0,10824
1150,0.3,5,4,10,62.0,56.0,895
1151,0.3,5,1,7,59.7,57.0,394
1152,1.03,4,5,7,61.8,59.0,7328
1153,1.57,4,5,5,62.0,58.0,11523
1154,0.34,3,4,7,61.2,57.0,701
1155,0.96,3,5,4,60.9,57.0,4142
1156,0.42,4,6,7,62.2,59.0,1181
1157,0.32,5,4,5,61.3,57.0,477
1158,0.42,4,3,9,60.9,62.0,1096
1159,0.32,4,7,6,60.3,60.0,758
1160,0.24,3,3,8,61.5,56.0,449
1161,0.31,3,5,6,62.9,58.0,625
1162,1.14,4,5,5,61.1,59.0,5925
1163,0.57,5,3,5,61.6,60.0,1304
1164,1.0,2,2,7,63.7,56.0,5018
1165,0.32,5,6,7,61.7,57.0,972
1166,0.7,2,5,5,61.70342185903983,65.0,2401
1167,1.02,5,5,4,62.4,55.0,4662
1168,1.22,4,3,4,61.3,60.0,4509
1169,1.06,5,5,5,61.7,55.1,6249
1170,0.37,5,6,8,62.2,56.0,844
1171,1.24,4,3,6,61.2,59.0,6850
1172,1.1,4,5,4,62.1,56.0,3918
1173,0.36,5,4,8,62.3,56.0,1053
1174,0.7,3,6,4,61.5,56.0,2298
1175,0.41,5,7,5,61.8,58.0,1399
1176,1.28,3,3,4,60.2,58.0,5984
1177,0.73,5,6,5,61.6,57.0,2707
1178,0.86,2,4,4,62.53061611374408,53.0,2647
1179,0.68,4,4,7,58.6,59.0,2326
1180,0.33,5,6,6,62.3,56.0,723
1181,0.35,5,4,8,61.0,57.0,1024
1182,0.9,2,5,4,61.9,62.0,3267
1183,0.32,5,6,6,62.3,57.0,900
1184,0.5,2,7,4,58.5,64.0,958
1185,2.1,4,6,4,62.9,59.0,16783
1186,1.04,3,2,5,63.2,54.0,4193
1187,0.5,5,4,7,62.3,55.0,1746
1188,0.3,4,5,6,61.4,60.0,776
1189,0.28,5,5,10,61.9,56.0,787
1190,1.01,3,4,10,60.0,61.0,7974
1191,0.32,5,3,5,61.8,55.0,479
1192,0.3,5,7,6,62.4,55.0,616
1193,0.41,5,6,9,61.9,55.0,1367
1194,0.51,4,7,6,62.0,59.0,1807
1195,0.55,4,1,5,60.5,59.0,1348
1196,0.71,3,7,5,60.1,60.0,2921
1197,0.9,5,5,5,62.33452173913043,56.0,4054
1198,0.41,5,4,6,62.4,54.0,1061
1199,0.53,5,3,5,62.5,56.0,1236
1200,0.34,4,4,9,61.5,59.0,1122
1201,0.3,5,7,6,62.5,55.0,710
1202,0.42,4,5,10,62.2,56.0,1389
1203,0.41,5,2,7,61.8,53.0,753
1204,0.3,4,4,9,62.6,58.0,1013
1205,1.52,4,4,6,62.8,60.0,13768
1206,1.52,5,1,5,61.9,57.0,7356
1207,1.01,4,6,4,62.3,55.0,3674
1208,1.78,3,5,5,60.6,57.0,13659
1209,0.72,5,6,5,61.3,56.0,2731
1210,1.0,2,4,6,59.1,62.0,6369
1211,1.07,5,3,4,62.8,56.0,4899
1212,0.71,3,7,7,62.0,61.0,3420
